rngRun,flow,nStations,distance,linksNumber,loss,jitter,latency,throughput,rxBytes,txBytes,rxPackets,txPackets,timeFirstRxPacket,timeFirstTxPacket,timeLastRxPacket,timeLastTxPacket,jitterSum,delaySum,dataRate,scenario,switchAuxPhy
407457,1,1,0,2,0.00427449,2.49919e-05,0.0032679,99.9982,1572799432,1572866664,1029319,1029363,1.00275,1.00275,121,121,25.7246,3363.72,100,C,0
407457,1,1,0,2,0.00427449,2.49313e-05,0.00326482,99.9978,1572799432,1572866664,1029319,1029363,1.00223,1.00223,121,121,25.6622,3360.54,100,D,0
407457,1,1,0,1,4.51329,1.51582e-05,0.142617,105.047,1652067488,1730154400,1081196,1132300,1.01267,1.01267,121,121,16.389,154197,110,A,0
407457,1,1,0,3,0.00786894,2.52083e-05,0.00327729,99.9982,1572742896,1572866664,1029282,1029363,1.00706,1.00706,121,121,25.9465,3373.26,100,E,0
407457,1,1,0,2,5.39504,1.73385e-05,0.185832,104.068,1636811936,1730154400,1071212,1132300,1.00275,1.00275,121,121,18.5732,199066,110,C,0
407457,1,1,0,2,5.44158,1.74202e-05,0.188401,104.017,1636006680,1730154400,1070685,1132300,1.00223,1.00223,121,121,18.6515,201718,110,D,0
407457,1,1,0,1,12.4699,2.65291e-05,0.802825,105.047,1652069016,1887429912,1081197,1235229,1.01267,1.01267,121,121,28.6832,868012,120,A,0
407457,1,1,0,3,5.30045,1.70314e-05,0.178779,104.176,1638448424,1730154400,1072283,1132300,1.00706,1.00706,121,121,18.2625,191702,110,E,0
407457,1,1,0,2,13.2821,2.83901e-05,0.826391,104.064,1636740120,1887429912,1071165,1235229,1.00275,1.00275,121,121,30.4104,885201,120,C,0
407457,1,1,0,2,13.3151,2.84599e-05,0.826065,104.023,1636116696,1887429912,1070757,1235229,1.00223,1.00223,121,121,30.4736,884515,120,D,0
407457,1,1,0,1,19.2047,4.14541e-05,0.874668,105.045,1652035400,2044717648,1081175,1338166,1.01267,1.01267,121,121,44.819,945669,130,A,0
407457,1,1,0,3,13.1859,2.81502e-05,0.823465,104.183,1638555384,1887429912,1072353,1235229,1.007,1.007,121,121,30.187,883045,120,E,0
407457,1,1,0,2,19.954,4.31876e-05,0.90123,104.062,1636714144,2044717648,1071148,1338166,1.00275,1.00275,121,121,46.2603,965350,130,C,0
407457,1,1,0,2,19.9842,4.32564e-05,0.902231,104.022,1636096832,2044717648,1070744,1338166,1.00223,1.00223,121,121,46.3165,966058,130,D,0
407457,1,1,0,1,24.9727,5.27708e-05,0.920214,105.05,1652116384,2202020664,1081228,1441113,1.01267,1.01267,121,121,57.0572,994962,140,A,0
407457,1,1,0,3,19.867,4.29723e-05,0.898243,104.179,1638494264,2044717648,1072313,1338166,1.00702,1.00702,121,121,46.0797,963198,130,E,0
407457,1,1,0,2,25.6688,5.47404e-05,0.927181,104.067,1636787488,2202020664,1071196,1441113,1.00275,1.00275,121,121,58.6377,993192,140,C,0
407457,1,1,0,2,25.699,5.48312e-05,0.927542,104.024,1636124336,2202020664,1070762,1441113,1.00223,1.00223,121,121,58.7111,993176,140,D,0
407457,1,1,0,1,29.9774,6.33804e-05,0.903538,105.045,1652041512,2359299232,1081179,1544044,1.01267,1.01267,121,121,68.5255,976886,150,A,0
407457,1,1,0,3,25.5863,5.44927e-05,0.926488,104.186,1638604280,2202020664,1072385,1441113,1.00707,1.00707,121,121,58.4371,993552,140,E,0
407458,1,1,0,1,0.00194294,3.80886e-05,0.000188979,10.0004,157284680,157287736,102935,102937,1.00575,1.00575,121,121,3.92061,19.4525,10,A,0
407457,1,1,0,2,30.6246,6.53208e-05,0.908112,104.066,1636773736,2359299232,1071187,1544044,1.00275,1.00275,121,121,69.9707,972758,150,C,0
407457,1,1,0,2,30.6541,6.53975e-05,0.908472,104.021,1636076968,2359299232,1070731,1544044,1.00223,1.00223,121,121,70.0231,972729,150,D,0
407457,1,1,0,3,30.5532,6.50992e-05,0.907708,104.176,1638457592,2359299232,1072289,1544044,1.00698,1.00698,121,121,69.8051,973325,150,E,0
407458,1,1,0,2,0.00388587,3.99104e-05,0.000229384,10.0004,157281624,157287736,102933,102937,1.00814,1.00814,121,121,4.10806,23.6112,10,D,0
407458,1,1,0,2,0.00485734,7.85309e-06,0.000312824,10.0004,157280096,157287736,102932,102937,1.00802,1.00802,120.999,120.999,0.808327,32.1996,10,C,0
407458,1,1,0,1,0.00388589,2.35439e-05,0.000192936,20.0003,314561720,314573944,205865,205873,1.00575,1.00575,120.999,120.999,4.84683,39.7188,20,A,0
407458,1,1,0,3,0.0029144,5.82983e-06,0.000312841,10.0004,157283152,157287736,102934,102937,1.00596,1.00596,120.999,120.999,0.600082,32.202,10,E,0
407458,1,1,0,1,0.0038859,1.7003e-05,0.000198661,30.0004,471841816,471860152,308797,308809,1.00575,1.00575,121,121,5.25045,61.346,30,A,0
407458,1,1,0,2,0.00582884,6.47511e-05,0.000238469,20.0003,314555608,314573944,205861,205873,1.00814,1.00814,121,121,13.3297,49.0915,20,D,0
407458,1,1,0,2,0.00582884,4.99583e-05,0.000292323,20.0003,314555608,314573944,205861,205873,1.00802,1.00802,121,121,10.2844,60.1778,20,C,0
407458,1,1,0,3,0.00388589,1.38754e-05,0.000306679,20.0004,314561720,314573944,205865,205873,1.00596,1.00596,121,121,2.85645,63.1344,20,E,0
407458,1,1,0,1,0.00412877,6.21854e-05,0.000389328,40.0004,629120384,629146360,411728,411745,1.00575,1.00575,121,121,25.6034,160.297,40,A,0
407458,1,1,0,2,0.00582885,0.00010157,0.000582057,30.0003,471832648,471860152,308791,308809,1.00802,1.00802,121,121,31.3639,179.734,30,C,0
407458,1,1,0,2,0.00582885,0.000101815,0.000572449,30.0004,471832648,471860152,308791,308809,1.00807,1.00807,121,121,31.4396,176.767,30,D,0
407458,1,1,0,3,0.00420972,0.000102356,0.000578192,30.0003,471840288,471860152,308796,308809,1.00596,1.00596,121,121,31.607,178.543,30,E,0
407458,1,1,0,2,0.00631459,0.000170498,0.000587377,40.0002,629106632,629146360,411719,411745,1.00802,1.00802,121,121,70.1969,241.834,40,C,0
407458,1,1,0,1,0.00446878,0.00010515,0.00041836,50.0003,786398952,786434096,514659,514682,1.00575,1.00575,121,121,54.1165,215.313,50,A,0
407458,1,1,0,2,0.00631459,0.000169996,0.000589997,40.0003,629106632,629146360,411719,411745,1.00814,1.00814,121,121,69.9902,242.913,40,D,0
407458,1,1,0,3,0.00461451,0.000172929,0.00057897,40.0003,629117328,629146360,411726,411745,1.00596,1.00596,121,121,71.1992,238.377,40,E,0
407458,1,1,0,2,0.00641173,0.00015941,0.000697654,50.0003,786383672,786434096,514649,514682,1.00802,1.00802,121,121,82.0399,359.047,50,C,0
407458,1,1,0,2,0.00660602,0.000157256,0.000698208,50.0003,786382144,786434096,514648,514682,1.00814,1.00814,121,121,80.9313,359.331,50,D,0
407458,1,1,0,1,0.00469546,0.000103476,0.00053277,60.0002,943675992,943720304,617589,617618,1.00575,1.00575,121,121,63.9053,329.033,60,A,0
407458,1,1,0,3,0.00446878,0.000160674,0.00068982,50.0004,786398952,786434096,514659,514682,1.00596,1.00596,121,121,82.6922,355.022,50,E,0
407458,1,1,0,2,0.00680032,0.000132385,0.000816906,60.0002,943656128,943720304,617576,617618,1.00802,1.00802,121,121,81.7576,504.502,60,C,0
407458,1,1,0,2,0.00663841,0.000131503,0.00081978,60.0002,943657656,943720304,617577,617618,1.00807,1.00807,121,121,81.2128,506.277,60,D,0
407458,1,1,0,1,0.00457982,8.71219e-05,0.000662393,70.0002,1100953032,1101003456,720519,720552,1.00575,1.00575,121,121,62.7729,477.266,70,A,0
407458,1,1,0,3,0.00485737,0.000132868,0.000801993,60.0002,943674464,943720304,617588,617618,1.00596,1.00596,121,121,82.0573,495.301,60,E,0
407458,1,1,0,2,0.00693912,0.000101315,0.00100992,69.9998,1100927056,1101003456,720502,720552,1.00802,1.00802,121,121,72.9975,727.648,70,C,0
407458,1,1,0,2,0.00666156,0.000100497,0.00101137,70,1100930112,1101003456,720504,720552,1.00813,1.00813,121,121,72.4084,728.696,70,D,0
407458,1,1,0,1,0.0049788,6.54642e-05,0.000888109,80.0003,1258233128,1258295776,823451,823492,1.00575,1.00575,121,121,53.9065,731.314,80,A,0
407458,1,1,0,3,0.00527373,0.000102175,0.000995188,70,1100945392,1101003456,720514,720552,1.00596,1.00596,121,121,73.6188,717.047,70,E,0
407458,1,1,0,2,0.00728605,7.23252e-05,0.00131831,79.9998,1258204096,1258295776,823432,823492,1.00802,1.00802,121,121,59.5548,1085.54,80,C,0
407458,1,1,0,2,0.00728605,7.14367e-05,0.00131969,79.9999,1258204096,1258295776,823432,823492,1.00814,1.00814,121,121,58.8232,1086.67,80,D,0
407458,1,1,0,1,0.00528914,4.3809e-05,0.00132428,89.9998,1415505584,1415580456,926378,926427,1.00575,1.00575,121,121,40.5836,1226.78,90,A,0
407458,1,1,0,3,0.00546453,7.24019e-05,0.00130073,79.9999,1258227016,1258295776,823447,823492,1.00596,1.00596,121,121,59.619,1071.08,80,E,0
407458,1,1,0,2,0.00787974,4.70349e-05,0.00184777,89.9992,1415468912,1415580456,926354,926427,1.00807,1.00807,121,121,43.571,1711.69,90,D,0
407458,1,1,0,2,0.00755591,4.75222e-05,0.0018574,89.9995,1415473496,1415580456,926357,926427,1.00802,1.00802,121,121,44.0225,1720.62,90,C,0
407458,1,1,0,1,0.00621744,2.43377e-05,0.0024829,99.9988,1572768872,1572866664,1029299,1029363,1.00575,1.00575,121,121,25.0507,2555.65,100,A,0
407458,1,1,0,3,0.00593679,4.75331e-05,0.00182583,89.9993,1415496416,1415580456,926372,926427,1.00596,1.00596,121,121,44.0333,1691.4,90,E,0
407458,1,1,0,2,0.00864612,2.49932e-05,0.00326598,99.9982,1572730672,1572866664,1029274,1029363,1.00802,1.00802,121,121,25.7248,3361.59,100,C,0
407458,1,1,0,2,0.00874327,2.49378e-05,0.00326681,99.9982,1572729144,1572866664,1029273,1029363,1.00811,1.00811,121,121,25.6678,3362.43,100,D,0
407458,1,1,0,1,4.50711,1.51409e-05,0.143824,105.047,1652174448,1730154400,1081266,1132300,1.00575,1.00575,121,121,16.3713,155512,110,A,0
407458,1,1,0,3,0.00709176,2.52005e-05,0.00327805,99.9982,1572755120,1572866664,1029290,1029363,1.00596,1.00596,121,121,25.9385,3374.07,100,E,0
407458,1,1,0,2,5.40943,1.73663e-05,0.185334,104.057,1636562872,1730154400,1071049,1132300,1.00802,1.00802,121,121,18.6001,198502,110,C,0
407458,1,1,0,2,5.44282,1.74156e-05,0.188575,104.02,1635985288,1730154400,1070671,1132300,1.00814,1.00814,121,121,18.6464,201901,110,D,0
407458,1,1,0,1,12.4619,2.65035e-05,0.804749,105.05,1652220288,1887429912,1081296,1235229,1.00575,1.00575,121,121,28.6581,870171,120,A,0
407458,1,1,0,3,5.30557,1.70294e-05,0.17847,104.169,1638359800,1730154400,1072225,1132300,1.00596,1.00596,121,121,18.2593,191360,110,E,0
407458,1,1,0,2,13.2888,2.84011e-05,0.825963,104.06,1636613296,1887429912,1071082,1235229,1.00802,1.00802,121,121,30.4199,884674,120,C,0
407458,1,1,0,2,13.3216,2.84754e-05,0.825966,104.021,1635994456,1887429912,1070677,1235229,1.00807,1.00807,121,121,30.4879,884342,120,D,0
407458,1,1,0,1,19.2013,4.14391e-05,0.874471,105.043,1652105688,2044717648,1081221,1338166,1.00575,1.00575,121,121,44.8048,945497,130,A,0
